epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_K_f_rmse,training_Cl_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_K_f_rmse,validation_Cl_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       644, 12387.303,    0.005,        0.0001587,       6.3748e-06,         0.015876,       0.0142,      0.00951,      0.00809,      0.00737,      0.00979,      0.00203,        0.0001699,       2.9325e-08,          0.01699,       0.0136,      0.00894,      0.00987,        0.009,       0.0103,     0.000138
       645, 12406.541,    0.005,       0.00015705,       5.5068e-06,         0.015711,        0.014,      0.00949,      0.00806,      0.00746,      0.00976,      0.00189,       0.00016976,       2.3509e-08,         0.016976,       0.0136,      0.00894,      0.00987,      0.00899,       0.0103,      0.00012
       646, 12425.735,    0.005,       0.00016306,       4.5481e-06,          0.01631,       0.0142,      0.00961,      0.00832,       0.0078,      0.00998,      0.00172,       0.00016958,       2.2598e-08,         0.016958,       0.0136,      0.00893,      0.00989,      0.00896,       0.0103,      0.00012
       647, 12444.966,    0.005,       0.00016255,       3.7669e-06,         0.016259,       0.0143,      0.00959,      0.00815,      0.00767,      0.00993,      0.00156,       0.00016939,       2.1605e-08,         0.016939,       0.0136,      0.00892,      0.00986,      0.00895,       0.0103,     0.000119
       648, 12464.168,    0.005,       0.00016286,        5.659e-06,         0.016292,       0.0143,      0.00969,      0.00808,      0.00769,      0.00994,      0.00192,       0.00016937,       3.5054e-08,         0.016937,       0.0135,      0.00892,      0.00987,      0.00896,       0.0103,     0.000152
       649, 12483.392,    0.005,       0.00015842,       7.0481e-06,         0.015849,       0.0141,      0.00954,      0.00808,      0.00747,       0.0098,      0.00214,       0.00016929,       1.8027e-08,         0.016929,       0.0135,      0.00891,      0.00987,      0.00898,       0.0103,      0.00011
       650, 12502.643,    0.005,       0.00016717,       3.6059e-06,          0.01672,       0.0147,      0.00984,      0.00805,      0.00757,         0.01,      0.00153,       0.00016933,        1.865e-08,         0.016933,       0.0135,      0.00891,      0.00989,      0.00897,       0.0103,     0.000112
       651, 12521.837,    0.005,       0.00016348,       5.1578e-06,         0.016353,       0.0143,      0.00955,      0.00828,      0.00784,      0.00998,      0.00183,        0.0001693,       1.9357e-08,          0.01693,       0.0135,       0.0089,       0.0099,      0.00897,       0.0103,     0.000112
       652, 12541.068,    0.005,       0.00017956,       8.2818e-06,         0.017964,        0.015,       0.0102,      0.00848,      0.00814,       0.0104,      0.00232,       0.00016927,       1.8456e-08,         0.016927,       0.0135,      0.00891,       0.0099,      0.00894,       0.0103,     0.000111
       653, 12560.302,    0.005,       0.00016019,       3.0835e-06,         0.016022,       0.0141,      0.00954,      0.00824,      0.00755,      0.00987,      0.00141,        0.0001691,       1.8895e-08,          0.01691,       0.0135,       0.0089,      0.00989,      0.00894,       0.0103,     0.000112
       654, 12579.526,    0.005,        0.0001563,       2.8935e-06,         0.015633,       0.0141,      0.00945,      0.00794,      0.00745,      0.00973,      0.00137,       0.00016869,       1.9214e-08,         0.016869,       0.0135,      0.00888,      0.00987,      0.00895,       0.0103,     0.000112
       655, 12598.770,    0.005,       0.00015987,       2.7771e-06,          0.01599,       0.0141,      0.00944,      0.00819,      0.00779,      0.00987,      0.00134,       0.00016872,       2.4074e-08,         0.016872,       0.0135,      0.00888,      0.00987,      0.00896,       0.0103,     0.000124
       656, 12617.982,    0.005,       0.00016155,       4.6119e-06,          0.01616,       0.0143,      0.00963,      0.00804,       0.0075,      0.00988,      0.00173,       0.00016856,       1.8482e-08,         0.016857,       0.0135,      0.00888,      0.00986,      0.00897,       0.0103,      0.00011
       657, 12637.176,    0.005,       0.00016407,        3.601e-06,          0.01641,       0.0143,       0.0097,      0.00825,      0.00767,      0.00998,      0.00153,       0.00016826,       2.0821e-08,         0.016826,       0.0135,      0.00888,      0.00986,      0.00895,       0.0103,     0.000121
       658, 12656.363,    0.005,       0.00016899,       4.8307e-06,         0.016904,       0.0146,      0.00983,      0.00825,      0.00783,       0.0101,      0.00177,       0.00016855,       1.6563e-08,         0.016855,       0.0135,      0.00888,      0.00987,      0.00896,       0.0103,     0.000105
       659, 12675.556,    0.005,       0.00015539,       3.9829e-06,         0.015543,       0.0139,      0.00926,      0.00811,      0.00762,      0.00973,      0.00161,       0.00016851,       1.8531e-08,         0.016851,       0.0135,      0.00888,      0.00988,      0.00897,       0.0103,      0.00011
       660, 12694.747,    0.005,       0.00017091,       4.2752e-06,         0.017096,       0.0147,      0.00988,      0.00819,      0.00801,       0.0102,      0.00167,       0.00016808,       1.9075e-08,         0.016808,       0.0135,      0.00887,      0.00988,      0.00893,       0.0103,     0.000113
       661, 12714.046,    0.005,       0.00015529,       2.6729e-06,         0.015532,       0.0139,      0.00943,      0.00792,      0.00759,      0.00972,      0.00132,       0.00016779,       1.8539e-08,         0.016779,       0.0135,      0.00887,      0.00986,      0.00891,       0.0103,     0.000111
       662, 12733.290,    0.005,       0.00015581,       4.6878e-06,         0.015586,       0.0139,      0.00953,      0.00806,      0.00742,      0.00973,      0.00175,       0.00016757,       1.8226e-08,         0.016757,       0.0135,      0.00886,      0.00983,      0.00892,       0.0103,     0.000108
       663, 12752.518,    0.005,       0.00016255,       6.6479e-06,         0.016262,       0.0143,      0.00962,      0.00808,      0.00766,      0.00992,      0.00207,       0.00016746,       4.7149e-08,         0.016746,       0.0135,      0.00886,      0.00982,      0.00893,       0.0103,     0.000175
       664, 12771.743,    0.005,       0.00015758,       3.5023e-06,         0.015762,       0.0142,      0.00951,        0.008,      0.00733,      0.00975,      0.00151,       0.00016735,       2.1007e-08,         0.016735,       0.0135,      0.00885,      0.00982,      0.00892,       0.0103,      0.00012
       665, 12790.919,    0.005,       0.00016296,       4.7171e-06,         0.016301,       0.0143,      0.00977,      0.00793,      0.00769,      0.00993,      0.00175,       0.00016714,       2.3606e-08,         0.016714,       0.0135,      0.00885,      0.00982,      0.00891,       0.0103,     0.000124
       666, 12810.118,    0.005,       0.00016352,       4.8921e-06,         0.016357,       0.0144,      0.00972,      0.00798,      0.00766,      0.00994,      0.00178,       0.00016737,       2.1981e-08,         0.016737,       0.0135,      0.00884,      0.00984,      0.00892,       0.0103,      0.00012
       667, 12829.281,    0.005,       0.00015788,       3.6195e-06,         0.015792,       0.0142,       0.0096,      0.00793,      0.00723,      0.00975,      0.00153,       0.00016677,       1.7245e-08,         0.016677,       0.0135,      0.00884,      0.00982,      0.00888,       0.0102,     0.000108
       668, 12848.533,    0.005,       0.00016403,       3.6645e-06,         0.016407,       0.0144,      0.00967,      0.00802,      0.00787,      0.00998,      0.00154,       0.00016681,       1.9679e-08,         0.016681,       0.0134,      0.00883,      0.00983,      0.00889,       0.0102,     0.000117
       669, 12867.712,    0.005,       0.00016014,        4.881e-06,         0.016019,       0.0141,      0.00943,      0.00804,       0.0079,      0.00987,      0.00178,       0.00016666,       1.8554e-08,         0.016666,       0.0134,      0.00883,       0.0098,      0.00888,       0.0102,      0.00011
       670, 12886.922,    0.005,       0.00015925,       3.6869e-06,         0.015929,       0.0141,      0.00948,       0.0082,      0.00755,      0.00983,      0.00155,       0.00016651,        2.068e-08,         0.016651,       0.0134,      0.00883,      0.00982,      0.00887,       0.0102,     0.000113
       671, 12906.108,    0.005,       0.00015412,       3.8053e-06,         0.015416,       0.0139,      0.00942,      0.00791,      0.00737,      0.00966,      0.00157,       0.00016667,       1.9872e-08,         0.016667,       0.0134,      0.00882,      0.00982,       0.0089,       0.0102,     0.000113
       672, 12925.284,    0.005,        0.0001561,       3.5857e-06,         0.015614,        0.014,      0.00947,      0.00799,      0.00741,      0.00973,      0.00153,       0.00016645,       1.9046e-08,         0.016645,       0.0134,      0.00882,      0.00981,      0.00889,       0.0102,     0.000111
       673, 12944.472,    0.005,       0.00015405,       4.8679e-06,          0.01541,       0.0139,       0.0095,      0.00783,      0.00744,      0.00967,      0.00178,       0.00016632,       2.6316e-08,         0.016632,       0.0134,       0.0088,      0.00981,      0.00889,       0.0102,     0.000131
       674, 12963.672,    0.005,       0.00015999,       4.5432e-06,         0.016003,       0.0143,      0.00958,      0.00788,       0.0075,      0.00982,      0.00171,       0.00016636,       6.9723e-08,         0.016636,       0.0134,      0.00881,      0.00979,       0.0089,       0.0102,     0.000212
       675, 12982.869,    0.005,       0.00015525,       5.1376e-06,         0.015531,        0.014,      0.00946,      0.00791,      0.00745,       0.0097,      0.00182,       0.00016591,       3.8257e-08,         0.016591,       0.0134,       0.0088,      0.00979,      0.00888,       0.0102,     0.000158
       676, 13002.154,    0.005,       0.00016226,       3.8099e-06,          0.01623,       0.0142,      0.00969,       0.0081,       0.0077,      0.00993,      0.00157,       0.00016546,       1.6455e-08,         0.016546,       0.0134,       0.0088,      0.00978,      0.00886,       0.0102,     0.000105
       677, 13021.309,    0.005,        0.0001588,       4.3354e-06,         0.015885,       0.0142,      0.00952,      0.00792,      0.00765,      0.00981,      0.00168,       0.00016566,       2.0557e-08,         0.016566,       0.0134,       0.0088,      0.00979,      0.00888,       0.0102,     0.000113
       678, 13040.546,    0.005,       0.00015749,       2.6909e-06,         0.015751,       0.0141,      0.00957,      0.00797,      0.00742,      0.00976,      0.00132,       0.00016557,       3.1747e-08,         0.016557,       0.0134,       0.0088,      0.00979,      0.00887,       0.0102,     0.000143
       679, 13059.691,    0.005,       0.00016231,       4.5045e-06,         0.016235,       0.0144,      0.00969,      0.00807,      0.00745,       0.0099,      0.00171,        0.0001655,       1.8138e-08,          0.01655,       0.0134,      0.00879,       0.0098,      0.00886,       0.0102,     0.000108
       680, 13078.913,    0.005,       0.00015769,       5.0529e-06,         0.015774,       0.0141,      0.00947,      0.00805,      0.00749,      0.00978,      0.00181,       0.00016548,       1.8861e-08,         0.016548,       0.0134,      0.00878,      0.00981,      0.00886,       0.0102,     0.000107
       681, 13098.163,    0.005,       0.00015569,       3.0201e-06,         0.015572,        0.014,      0.00932,      0.00801,      0.00764,      0.00973,       0.0014,       0.00016546,       2.1272e-08,         0.016546,       0.0134,      0.00878,      0.00981,      0.00886,       0.0102,     0.000115
       682, 13117.348,    0.005,       0.00015864,       5.5692e-06,         0.015869,       0.0141,      0.00957,      0.00795,      0.00758,      0.00981,       0.0019,       0.00016515,       2.0213e-08,         0.016515,       0.0134,      0.00877,      0.00981,      0.00884,       0.0102,     0.000114
       683, 13136.548,    0.005,       0.00015967,       3.5891e-06,         0.015971,       0.0141,      0.00942,      0.00807,      0.00779,      0.00985,      0.00153,       0.00016513,       4.5303e-08,         0.016513,       0.0134,      0.00877,      0.00982,      0.00884,       0.0102,     0.000171
       684, 13155.750,    0.005,       0.00015693,       7.5424e-06,           0.0157,       0.0141,       0.0095,      0.00791,      0.00739,      0.00973,      0.00221,       0.00016516,       1.8443e-08,         0.016516,       0.0134,      0.00878,      0.00982,      0.00885,       0.0102,     0.000107
